,BMATR,CODIS,COSTP,ENEGY,FINAN,HLTHC,INDUS,RLEST,TECNO,TELCM,UTILS
2022-05-01,-0.008275598016215071,0.0026988652918241546,-5.511305904554707e-11,0.01898893644583653,-0.004762954517780149,-0.0014599704596015713,0.00497210081548136,-0.0009253871793449671,0.0013919750200773549,0.000775387157380146,0.01510399463657165
2022-06-01,-0.01605307291002741,0.0007139089639205324,-2.431060373697024e-10,-0.007369833780048568,-0.008330611423601015,0.0001499271067975216,-0.016601149802750438,0.0011862187188236833,-0.00826503387164602,-0.008049825905363291,0.005523025087700351
2022-07-01,0.0008845700098715537,-0.0016096989500565318,4.386150598500206e-10,0.010941615631052106,-0.00028398220574424917,8.59545693227287e-05,0.006218246256633176,-0.010715029392549133,-3.537875936091161e-05,0.0001336731269269669,0.014341655392518547
2022-08-01,0.0017776169716852781,-0.0007913959148935189,-0.00019804157589297215,0.010062947808111417,-0.00028675905841773466,-0.0005144590845614867,-0.0036778536085631287,-2.7822161549969637e-09,-0.0009135897385671021,-0.0015703773663517057,0.004595110797092774
2022-09-01,-0.013765791450577035,-0.0070427069360413245,-0.0008900646322867257,-0.039939112259111544,-0.007620099169390529,-0.0004284598752647976,-0.02206845912290051,-6.31316116216652e-09,-0.006870323261535682,-0.001173807023629864,-0.030753990864180566
2022-10-01,0.0065828499260567,-0.008043958084434004,-0.0037721620012784686,-0.0027499598070802023,-0.0030637080343680415,1.4262913416280321e-05,0.0007839074655572804,-1.2816681719478836e-08,-0.0008856789501296703,0.0022308088602020037,-0.03709886989896077
2022-11-01,0.023170846580591452,0.010849848475513445,0.0047688134329091905,0.009196900951936577,0.010587948433756145,0.0065322654359526505,0.01918507568471291,1.8563475803050965e-08,0.010148814889040444,0.007503267861238447,0.028832205346817658
2022-12-01,-0.008144748536154217,0.0006050859500428329,2.889441584606894e-09,-0.011096146748335697,-0.0014296331909999323,-6.1014110553712935e-05,-0.0029954340443123996,-0.0030816707005879304,0.000749002569745891,-0.0013000165796941763,-0.0005260461523851408
2023-01-01,0.003979593648077048,0.006428809931734171,0.0005573424504428074,0.010184147336125975,0.0030128750159287574,0.0003219168138138209,0.009755257771189064,0.006981342584406876,4.5336738357087796e-09,0.00028681070872747084,-0.009264514529190542
2023-02-01,-0.013656202137093162,-0.009463028746565504,-0.0017650656325533375,-0.01197031996448493,-0.000373478811507109,-0.003671866679109199,-0.0030876354150458484,-0.0018781607584207923,-0.0011512868323025043,-8.984514886496648e-10,-0.02798057135322445
2023-03-01,0.0024050625579187107,0.0032055425261947206,-0.0007582411598211065,0.00046386118047601926,-2.1609504201508482e-05,3.506649623533315e-09,0.010454615223808358,0.0004122247160000894,0.004210985400433807,0.002143165299011782,0.013614365727973702
2023-04-01,0.000517557137090325,-0.004632331105790365,-0.0002940040254139601,0.003338238120751066,3.5007966760632393e-09,0.0008896890547410664,0.004026766666933939,-0.0015654030706775293,-0.004876375052915049,-0.00037385650682536834,0.0071219409568416105
2023-05-01,-5.949501139923721e-09,-0.009489375041939838,-0.005369092539861329,-0.0016828284150660958,-0.0007251588888634192,-0.0022918266442477782,-0.003617947092882184,-0.008760827564170253,0.004142094435003599,0.0034290778416661174,-0.010199993199128973
2023-06-01,-0.0002925234118977229,0.002228757594216535,0.0021467293718297393,0.005020464330301027,0.002528856710313919,0.0024602828037284556,0.003656070373325452,5.932274176116611e-09,0.006008205178708092,0.007852519111198502,0.002466366801199859
2023-07-01,0.008940671944872101,0.004960214108008844,0.00314851728862041,0.004012963323875569,0.004112126561681789,0.001973035103691943,0.01254398099079688,2.189304636531759e-09,0.017827268619382695,0.008944217175461976,0.00037879916996173303
2023-08-01,-0.012817788356621783,-0.0026981274980316327,-0.0045464371280192345,-0.0009663479206024156,-0.0034508512885068356,-0.003367482493763093,-0.01124929776081131,-0.013384299666313602,-0.01555953317549464,-0.010533413007698538,-4.485744967274029e-09
