ym,A_long,A_hedged_eem,A_hedged_msci,A_beta_eem,A_beta_msci,B_long,B_hedged_eem,B_hedged_msci,B_beta_eem,B_beta_msci,EEM_ret,MSCI_ret
2024-01-01,-0.0550650856969105,-0.010419420391718552,-0.009092245082695266,0.957362982055838,0.9817320786482402,-0.0438922338316983,0.00020956292305868846,0.001221342636351437,0.9457004922322123,0.9633828279808337,-0.046634,-0.04682829624709406
2024-02-01,0.048716552450012,0.0037544308140904023,0.003093989493412358,0.960154643288665,0.9862316555837368,0.0457639276238324,0.0012271846304598225,0.0008681124940855128,0.9510707908382288,0.9705214090298396,0.046828,0.046259479401516757
2024-03-01,0.0298832282578872,0.006739229092778718,0.008392734725856658,0.9600928882895745,0.9856471009250309,0.0250175456605946,0.002107715220690958,0.0038819219083768564,0.9503787621299112,0.9693712360102925,0.024106,0.021803436049131264
2024-04-01,0.0007658104270596,0.002483273695934116,-0.001832246437030728,0.960013006637516,0.9855610620432985,0.0063751041422032,0.008074411799731035,0.003821008955976513,0.9498645374666491,0.9688843993715345,-0.001789,0.002636119631901801
2024-05-01,0.0397883416610403,0.02466967338326146,0.036950581482729325,0.9604642829412892,0.9860980925264002,0.0274292495016653,0.01243856729417045,0.02463269277997573,0.952333537100238,0.9717802335718633,0.015741,0.002877766623643474
2024-06-01,0.0374351955338967,0.007882940606644542,0.0026039867025626495,0.9544993678257214,0.9797947121404176,0.0307655444365518,0.001007292354352294,-0.004128698551653126,0.9611528077968898,0.9815678499572926,0.030961,0.0355494966442953
2024-07-01,-0.013522070919914,-0.020192668626923482,-0.012185864455355133,0.9574562519031837,0.9807123460317679,-0.0098495221313189,-0.016537155786186645,-0.008516916816337556,0.9599014862735388,0.978069272566509,0.006967,-0.0013624856156502219
2024-08-01,0.0322988878401463,0.02278781408077022,0.018608629622196136,0.9559828886698241,0.9802495978274339,0.0338652194327026,0.024330903522306248,0.020216541522792085,0.9583190180315962,0.9772723654345514,0.009949,0.01396609419508299
2024-09-01,0.0588664202798307,0.003960949083887014,-0.0044790211132167135,0.9574253438879747,0.9823053418446472,0.065701949988827,0.010724590836452469,0.0026215576046434708,0.9586789047792305,0.9781951951390281,0.057347,0.0644865081096806
2024-10-01,-0.03819926821712,,0.004705548275730664,,0.9786694796542803,-0.0518695864793785,,-0.009026524236547276,,0.9772608499321828,,-0.04383994533885638
2024-11-01,-0.0478444886566288,,-0.012181477553063244,,0.9749805663165717,-0.0531329601478829,,-0.017392841062388566,,0.9770885987446282,,-0.03657817636129779
2024-12-01,2.158755970864821e-05,,0.0028256098833728364,,0.9787489830532747,0.0003735914828862,,0.003186206030011704,,0.9817481139460488,,-0.0028649044568269666
2025-01-01,0.0282155173530949,,0.011912378214546545,,0.9800838502362323,0.0209010182643367,,0.004518035783779621,,0.9848837338283812,,0.016634432997359117
2025-02-01,-0.0232859360999711,,-0.026738405835463455,,0.9728935140966899,-0.002303426874035,,-0.005783212130326999,,0.9805909292968715,,0.003548661477816406
2025-03-01,0.0133349223607556,,-0.007471816476492499,,0.9727394200754348,0.0222960019923807,,0.0013174441535072842,,0.9807721597232142,,0.021389838231943514
