ym,static_tc_bps,years_from_base,decay_factor,time_varying_tc_bps,commission_bps,spread_bps,impact_bps
2023-06-01,44.89497070104556,9.412731006160165,0.7879586097342529,35.375378697655876,15.713239745365945,20.2027368154705,8.978994140209112
2023-07-01,44.7664808799888,9.494866529774127,0.7863217590678092,35.20085799282824,15.668268307996078,20.144916395994958,8.95329617599776
2023-08-01,45.59573470739777,9.579739904175222,0.7846339188133061,35.77596000463738,15.958507147589218,20.518080618328995,9.119146941479555
2023-09-01,45.348574044006064,9.664613278576317,0.7829497015091944,35.50565251162215,15.872000915402122,20.40685831980273,9.069714808801214
2023-10-01,44.544455164200386,9.74674880219028,0.7813232560019368,34.80361874572533,15.590559307470134,20.045004823890174,8.908891032840078
2023-11-01,45.72571001347141,9.831622176591376,0.7796461450380702,35.64987354113167,16.003998504714993,20.576569506062132,9.145142002694282
2023-12-01,45.350473971597154,9.91375770020534,0.7780265621103245,35.283873354195485,15.872665890059002,20.40771328721872,9.07009479431943
2024-01-01,44.984531458349394,9.998631074606434,0.7763565275024061,34.92403463432689,15.744586010422287,20.24303915625723,8.996906291669879
2024-02-01,46.95963232031921,10.08350444900753,0.7746900776250453,36.379161207471675,16.435871312111722,21.131834544143643,9.391926464063841
2024-03-01,46.640890556082425,10.16290212183436,0.7731343791081349,36.059675961127255,16.324311694628847,20.98840075023709,9.328178111216486
2024-04-01,46.84764899930069,10.247775496235455,0.7714748455747554,36.14178277727584,16.39667714975524,21.08144204968531,9.369529799860137
2024-05-01,48.04453336556446,10.329911019849419,0.7698722371388257,36.98815238443807,16.81558667794756,21.62004001450401,9.608906673112893
2024-06-01,47.38503691738938,10.414784394250514,0.768219705795667,36.40211911979369,16.58476292108628,21.323266612825222,9.477007383477876
2024-07-01,46.46584799632156,10.496919917864476,0.7666238593617649,35.621827719457166,16.263046798712544,20.909631598344703,9.293169599264312
2024-08-01,45.91153306480303,10.581793292265571,0.7649783006639779,35.12132654479105,16.06903657268106,20.660189879161365,9.182306612960607
2024-09-01,45.91864729558194,10.666666666666666,0.7633362741591884,35.05136914103941,16.07152655345368,20.663391283011872,9.183729459116389
2024-10-01,45.88346438082284,10.74880219028063,0.7617505722280938,34.951755247899165,16.059212533287994,20.64755897137028,9.17669287616457
2024-11-01,45.14049533820443,10.833675564681725,0.7601154740448495,34.31198901261858,15.79917336837155,20.313222902191995,9.028099067640886
2024-12-01,44.96048841124777,10.915811088295689,0.7585364627809404,34.10416984437135,15.73617094393672,20.2322197850615,8.992097682249556
2025-01-01,45.17489209736101,11.000684462696784,0.7569082636860713,34.19324913961915,15.811212234076352,20.328701443812456,9.034978419472202
2025-02-01,46.70086831742883,11.085557837097879,0.755283559521799,35.272398055546454,16.34530391110009,21.015390742842975,9.340173663485766
2025-03-01,46.969467840410346,11.162217659137577,0.7538190825198386,35.406481153903194,16.43931374414362,21.136260528184657,9.393893568082069
